nodes,avgmsg,se
1150,3.266087,0.00115089705882
1150,3.252174,0.0150638970588
1150,3.280000,0.0127621029412
1150,3.245217,0.0220208970588
1150,3.264348,0.00288989705882
1150,3.278261,0.0110231029412
1150,3.303478,0.0362401029412
1150,3.269565,0.00232710294118
1150,3.254783,0.0124548970588
1150,3.274783,0.00754510294118
1150,3.240000,0.0272378970588
1150,3.309565,0.0423271029412
1150,3.286087,0.0188491029412
1150,3.236522,0.0307158970588
1150,3.254783,0.0124548970588
1150,3.266957,0.000280897058823
1150,3.276522,0.00928410294118
1150,3.262609,0.00462889705882
1150,3.246957,0.0202808970588
1150,3.280870,0.0136321029412
1150,3.279130,0.0118921029412
1150,3.266957,0.000280897058823
1150,3.262609,0.00462889705882
1150,3.248696,0.0185418970588
1150,3.243478,0.0237598970588
1150,3.251304,0.0159338970588
1150,3.249565,0.0176728970588
1150,3.253913,0.0133248970588
1150,3.289565,0.0223271029412
1150,3.264348,0.00288989705882
1150,3.297391,0.0301531029412
1150,3.287826,0.0205881029412
1150,3.252174,0.0150638970588
1150,3.233913,0.0333248970588
1150,3.253913,0.0133248970588
1150,3.271304,0.00406610294118
1150,3.286087,0.0188491029412
1150,3.254783,0.0124548970588
1150,3.242609,0.0246288970588
1150,3.293913,0.0266751029412
1150,3.250435,0.0168028970588
1150,3.304348,0.0371101029412
1150,3.280870,0.0136321029412
1150,3.273913,0.00667510294118
1150,3.282609,0.0153711029412
1150,3.249565,0.0176728970588
1150,3.262609,0.00462889705882
1150,3.265217,0.00202089705882
1150,3.260000,0.00723789705882
1300,3.276923,0.0142080882353
1300,3.225385,0.0373299117647
